class,precision,recall,f1-score,support
cherry,0.6912568306010929,0.8433333333333334,0.7597597597597597,300.0
tomato,0.9395973154362416,0.43613707165109034,0.5957446808510638,321.0
strawberry,0.6557734204793029,0.8526912181303116,0.7413793103448276,353.0
